page,review_id,company,review_title,employee_role,employee_history,employeer_pros,employeer_cons,employeer_rating,work_life_balance,culture_values,career_opportunities,compensation_and_benefits,senior_management,diversity_inclusion,review_time
68,empReview_11904443, Credit Suisse,AVP in RTP office,Assistant Vice President,I have been working at Credit Suisse  for more than a year,"Benefits are very good. Low premium health plan, automatic company contributions to 401K, 5 months maternity/paternity leave. Most people are great to work with. Good entry level job. Very multi-cultural if you like that sort of thing.","Long hours, low work life balance. 10+ hour days with little break are expected. No pay raises, little room for promotion. Must work at least 3 years to get promoted and even then they are very hard to get in the RTP office. Do not expect any formal job training.",2,1,3,1,3,3,NA,NA
68,empReview_11830304, Credit Suisse,Settlements Operations Analyst,Current Employee - Operations Analyst,I have been working at Credit Suisse full-time for more than a year,Great benefits and some teams are very flexible when it comes to working from home or hours. Pay raise every year.,"Pay is low, especially for people right out of college. Moving up is difficult because they hire based on years of experience, not whether you are qualified for the job. At least 3-5 years before receiving any type of management position. Plenty of opportunity to move internally among different teams but difficult to move vertically.",3,5,5,3,5,3,NA,NA
68,empReview_11739146, Credit Suisse,PMO Manager,PMO Manager (Consultant),I worked at Credit Suisse  for less than a year,Nice working environment. Open seating. Very professional associates.,Company going through lots of budget issues in 2016.,4,5,5,3,NA,5,NA,NA
68,empReview_12176193, Credit Suisse,Horrible management in Fixed Income and 0 bonus,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time for less than a year,The office location is by far the best for ibank in NYC,Quality of management is extremely low. She doesn't care about her staff at all. Only her own agenda. Constantly bragging about where she went to school. She openly slams the door and screams at her staff.,1,1,1,1,3,1,NA,NA
68,empReview_11699810, Credit Suisse,Director,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,"Credit Suisse has wonderful businesses and great teams under the umbrella. Their client base values their opinion and support. You won't have a problem getting a meeting with potential clients coming from Credit Suisse, but you will struggle to deliver at times based on the pace at which the firm moves.",CS can be fairly bureaucratic to navigate. There are a number of barriers to starting new businesses and executing on ideas. There's more organizational risk to doing things here than at other places.,4,3,3,4,4,4,NA,NA
68,empReview_11882139, Credit Suisse,Analyst,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time,good benefits for the company and great review process,Management needs to listen to employees and higher salary and more vacation days,3,2,4,3,1,2,NA,NA
68,empReview_11823510, Credit Suisse,Director,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,Some bright staff to work with.,There is no strategic plan.,2,1,2,2,3,2,NA,NA
68,empReview_11675424, Credit Suisse,Financial Analyst,Current Employee - Financial Analyst,I have been working at Credit Suisse full-time for more than a year,Great hours. Friendly co-workers and good management.,"Non-competitive pay, difficult to be promoted due to promotions coming down from New York rather than through internal development in Raleigh.",4,4,4,2,4,4,NA,NA
68,empReview_11796709, Credit Suisse,Enjoyed it but very solitary,Global Technical Standards Program Management Consultant,I worked at Credit Suisse  for more than 3 years,Can get exposed to some cool technology and good people,Very siloed company so unless you know he right people you can stay at your level for years,3,3,2,2,4,3,NA,NA
69,empReview_11544025, Credit Suisse,"Make the best of it, stay relevant",,I worked at Credit Suisse ,"Good atmosphere when things are going well, many long-term employees and chances for advancement. Management very supportive","Lay-offs seem to be always looming, outsourcing becoming more popular whether it be overseas or to Raleigh, NC.",4,4,4,4,3,4,NA,NA
69,empReview_11755801, Credit Suisse,Director,Current Employee - Director,I have been working at Credit Suisse full-time for more than 3 years,"Have very good pay and benefits
Global culture
Lots of good market facing opportunities
Good IT opportunities if businesses have budget","Very flaky
Don't stick to a 5 year plan
Every MD thinks they can add value by changing everyone and everything
Lots of nepotism and favoritism
People at AVP and VP level stick at that level forever
Lots of end of life platforms that Noone wants to pay to upgrade",2,2,3,2,4,2,NA,NA
69,empReview_11517876, Credit Suisse,Great people but too many management layers,Vice President,I worked at Credit Suisse  for more than 3 years,"great team members, good benefits",there was too many layers of management and long process to move up,4,NA,NA,NA,NA,NA,NA,NA
69,empReview_11959798, Credit Suisse,Cut throat and unhappy environment with people doing anything and everything to keep their job,Former Employee - Assistant Vice President,I worked at Credit Suisse full-time for more than a year,"Good location, generous benefits such as vacation, back up care, good 401k match. Opportunities to learn offered to firm as a whole though not supported by local managers because it takes away from the bottom line.","Management is awful, and look at employees as machines - no lunch hour, flexibility, etc. Colleagues can be backstabbing. Morale is very low.",1,1,1,1,3,1,NA,NA
69,empReview_11524456, Credit Suisse,Analyst,,I worked at Credit Suisse ,Great place to work!! Work is motivational,Long work hours as it would be in any IB,4,NA,NA,NA,NA,NA,NA,NA
69,empReview_11531542, Credit Suisse,Trader,,I worked at Credit Suisse ,Good benefits. Great location. Reasonable on-site lunch options. High base salaries. 401k matching. Invest a lot in technology. Career growth options with internal moves.,Bonuses are empty promises. The bank turning a profit is hard with the Swiss regulations. Regulations in general have turned the place into a utility.,4,4,4,4,4,4,NA,NA
69,empReview_11534739, Credit Suisse,Associate - Private Bank,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time for more than 3 years,"Good people, good culture.  Really liked it.","Like any large company, the bureaucracy and systems can be a bit cumbersome at times.",4,4,4,4,4,4,NA,NA
69,empReview_11906872, Credit Suisse,Risk Analyst,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time,"Okay compensation. Prestige of the name. *Some* real experience if you're willing to have to teach yourself absolutely everything without even an ounce of help, which is always super fun. The New York office is much better.","No structure. Awful management. Ambiguous roles. Sloppy financial scrubbing. Apathetic and dismissive culture. There is no induction or initial training process whatsoever -- they sort of give you a desk and point in your manager's general direction and shrug, ""Meh, good luck.""",1,5,1,2,2,1,NA,NA
69,empReview_11656604, Credit Suisse,Summary,Former Employee - Director,I worked at Credit Suisse full-time for more than 3 years,It was a pleasant place to work,The bank is in turmoil.,3,3,2,1,2,1,NA,NA
69,empReview_11615372, Credit Suisse,Very Low Morale,Current Employee - Technology Analyst,I have been working at Credit Suisse full-time for more than 3 years,"Learning opportunities, some great people","Lack of transparency from senior management, most people in technology don’t understand anything about the business, technology is completely looked down upon amongst the rest of the firm",3,5,2,2,1,2,NA,NA
70,empReview_11475922, Credit Suisse,Good,Technical Analyst,I worked at Credit Suisse ,Solid company really big on integration of younger staff,Not too many all around maybe some additional guidance,4,5,5,4,5,3,NA,NA
70,empReview_11448629, Credit Suisse,AVP,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,Nice place/environment. Most people are smart and friendly. You learn a lot. -- Depends in which department you are working for! Benefits are great. I was busy but I enjoyed working there.,I worked hard and for long hours sometimes. It was a part of the type of job I did.,4,NA,NA,NA,NA,NA,NA,NA
70,empReview_11485049, Credit Suisse,Project Manager,IT Project Management Consultant,I have been working at Credit Suisse  for more than a year,"Decent work-life balance for a financial institution, the company culture isn't over-bearing, and the pay is in line with regional competitors.","There seems to be a constant state of change and a lot of shuffling of teams/supervisors/departments, to re-align. They do not seem to do a lot of hiring of employees and have been trying to get more contractors.",3,4,3,3,3,2,NA,NA
